post_id,username,platform,content_type,caption,hashtags,time_of_post,day_of_week,location,followers_count,following_count,likes,comments,shares,saves,video_views,is_sponsored,ad_spend,engagement_rate,popularity_score
rc1nw5v6Az,9HUy9s,LinkedIn,Story,svF4KHyu77hVGiPMkJy0vciWLFA,#pexshya #pongron,16:33,Thursday,New York,483915.0,520.0,8253.0,5859.0,1584.0,884.0,130577.0,1.0,878.15,0.812,59.0
1lLz2BVDpZ,59kIIF,Instagram,Image,mqRvqmSHIN2hAueDd3l6xOLogy6XEIhd,#pdoqvgw #fluq #bmwobjhhyg #txlvw #vbf,,Sunday,,463288.0,4151.0,43898.0,,3042.0,681.0,458825.0,1.0,518.89,0.0995,14.0
CyZ62aO6CG,16Og4U,TikTok,Text,cqMFCa89ynyvIuvwDmryPf7DMy72wYvajfE6xOIAiaNu3lwhI,#smegmkniva,09:32,Friday,Berlin,330395.0,4361.0,11206.0,9260.0,124.0,322.0,760664.0,1.0,942.05,0.9572,39.0
5wDeF286mK,4mFegN,LinkedIn,Image,eWC7jJlGFU5n4d6ifc06lNeYFgI5B4szh,#advuz #qpgzn #qenejk #oph,02:20,Tuesday,Sydney,410110.0,1636.0,5811.0,5675.0,,1751.0,969697.0,0.0,754.94,0.8754,57.0
wafLXZ23P2,k3fD3F,Twitter,Video,U12J6JVZkK3kUgtYYW8ocbTeceQB5Iu9JJYAifRcuKycC1ThCqLdSbNs1gejvXJYm1vhQKbDZyMxCiap5XoXzdOfngidkEkVt,#rsc,13:36,Saturday,,397203.0,4179.0,19139.0,2590.0,2614.0,621.0,404200.0,1.0,351.07,0.4952,93.0
bbEG0gkL5I,jvMWZ8,Twitter,Video,7jYvkBITX0rjTCKYyX2HGlXQSLmubIuVuwk5PPXb63iMUIVfnG7vQiMvLHwPUSydaxbojIdyuuvZptofCar6Ra2mE,#zlfvgxtjcv #fhly #xscbigo,15:09,Thursday,Sydney,774723.0,575.0,32874.0,8924.0,4117.0,447.0,550746.0,1.0,368.8,0.7851,92.0
TUZ0loxhqi,hUx8FJ,Instagram,Image,tCX93q3XINAPuHlVeJaXLxyYF,#ktsfpivzp #jpqrr #avpluqsnz,21:33,Saturday,London,256498.0,4899.0,2724.0,9867.0,,1395.0,708579.0,0.0,208.59,0.2307,26.0
LgeKemBale,V5y1st,LinkedIn,Image,fdGw6saTdLSSrAKXR2Dfcn6MQU5ICT9vKrbLSKuwkV8ADZki0CKg1VavxZPbh,#xcdjaplxct #fyidabp #mmmldo #jcighzypi,01:33,Thursday,Paris,116080.0,4150.0,3211.0,7656.0,4344.0,587.0,874295.0,0.0,,0.5754,92.0
VRX2dTSbkV,lzSxK5,,Video,QXViBnRKVKafVfkvKmaQpIlzD0Bgm56zrgLtZS4No5Mn7NlLxiV4XrJzOohq,#emstpfwk #gljz,11:04,Thursday,Tokyo,331319.0,797.0,48713.0,4965.0,2580.0,220.0,332092.0,0.0,948.04,0.1405,37.0
WgSGBonGxO,GVHZcz,LinkedIn,Poll,ISzu8Do6OmzPE3wPk13tBGH7yjGfX,#mssdsjx #xlu #nbbzjqms,22:46,Sunday,Sydney,960482.0,,40624.0,4677.0,1317.0,525.0,,1.0,659.58,0.5377,
mOWXdadqSP,,Twitter,Video,AH2wtn78wiNXyRkl8YNKs0yOCfIhXTWMowlXXF1a3r52NiFpWDmoG52LENsXKDpKmEK5ss37y1sa,#jwtffnrvw #ehiewbx #zrg,09:36,Tuesday,New York,328133.0,1707.0,47657.0,5289.0,3879.0,736.0,338968.0,1.0,,0.6827,66.0
wI4LKzZjqd,,Instagram,Story,zazjRloULvracWymWjjc0H5FeU7pqp83EtUXXS1LOiWCmeaLPQSEuwCctIIJMp7OTM7grOd2CvRpovanwGC,#bukftkhdra #tmdkbgau #pezscdig #ajsgccvt #hlxzydx,,Monday,Sydney,846485.0,1724.0,43404.0,1014.0,1683.0,1922.0,662620.0,0.0,918.86,0.2459,24.0
572VfCNANC,hVHyFk,TikTok,Story,pGw5RQ3YF44AL8QvsUMbTkhrx1XdNr,#uia #wmciikyby #hvbv #anrdn #vdvggugq,01:04,Thursday,Toronto,643847.0,903.0,39623.0,8943.0,4846.0,827.0,781242.0,0.0,564.97,0.5737,62.0
XjA6pZ0KTr,tvOotT,LinkedIn,,jHbq0KOs5OAQkFryvlu2VlnwMDSZhdgDj4df2YbqJvGEdEzBhbN95h6QLuWLVAApFZsxDwpk2xGpqmfoJze,,05:14,Sunday,New York,821372.0,2256.0,21825.0,8947.0,773.0,525.0,91359.0,1.0,429.72,0.7511,18.0
VVONOLqlaX,NFUntn,LinkedIn,Story,z4u5JHau5erknfmO9vnfVuYSRrO6,#rom #datevqfb #yhqvdgrlc #tfegok,23:39,Wednesday,Paris,116808.0,4433.0,29142.0,1740.0,3974.0,620.0,,0.0,956.85,0.9733,2.0
VnpO22j8Xc,7KYhRy,LinkedIn,Text,7Tc23boBwZHgep1jdMCioQQnwT2wZGVOXv4yyQ08DRNBEh65e2i8gJKRWiVCuY5MtPfX5,#bphzzjlzqy #runtouyt #qtj #qnmvxvy,03:58,Tuesday,Berlin,71735.0,3038.0,39224.0,6953.0,1060.0,530.0,654778.0,0.0,749.28,0.6996,56.0
XdDZ2wtWAm,WjW1v9,Twitter,Poll,CmnUuGuk2mZywFux1aAolL2WOpax6z1cdG7dY5a6632dsvPGzcX6TZNgGzkt5chm4jO3IId,#idlp,03:24,Sunday,Toronto,,32.0,15578.0,8253.0,1605.0,244.0,714184.0,0.0,886.48,0.0649,27.0
sP2OPqt1Td,ZIvR3u,LinkedIn,Image,zXvTwBB3n2qALkrTNuTD6XLBjB35WXyFE5uBaWjoL886A4MofKkCgcS8U78zkfiuJKrsdtCBzy2UBGcGuOVImQa0,#cknyc #kujinqqgv #day #zyyaajk #jczxq,19:06,Monday,Toronto,942478.0,4284.0,6692.0,9565.0,1951.0,1754.0,,0.0,324.0,0.7833,46.0
0wL7kn9kEY,tkqZi8,TikTok,,6KXVOFMGBYGw1OrE8Tv8HRapa4iQo7kGJeraDFARDWeeab52HOajzqodhPjUaR1FN56ih6d,#tjbwhpqhau #wmkhai,02:44,Friday,Toronto,738962.0,4364.0,36776.0,8144.0,3999.0,1042.0,378806.0,0.0,627.7,0.1163,31.0
Uo3sHg5bfh,GmdXz1,LinkedIn,Video,8O5Y3lG03rxmova6AejrJgEDH,#szlfvbxtb #msebtc #ocpvo,05:04,,Mumbai,582788.0,3508.0,3206.0,3747.0,3143.0,700.0,,0.0,661.73,0.3621,44.0
bpQjQTcCXF,p5jCMY,Twitter,Image,NqD7CfpMP1oTqAbaZcvUQIOND1jnch90tdH97E3gR00GOxEyf6cShHRfYq,#nzotr #cthchro #saemjwbxbk #coutsw #awkwre,10:04,Wednesday,Toronto,295937.0,4671.0,13928.0,972.0,1457.0,1303.0,808288.0,0.0,348.89,0.3463,4.0
sqNu58tNGg,HveboY,LinkedIn,Text,HFfGQoTwTn8wc5TcvpYHsv8tiE8b1xOVNCK5YLGGio1ZqN87UqxP3ZKNRc84CeLgVFa9r214sd8DezWTxEAUx,#yrissqjuuy #qrwtskqit #dnit #pivuequwzi,19:42,Friday,Berlin,471890.0,823.0,24630.0,5621.0,3353.0,555.0,424724.0,1.0,62.48,0.2837,43.0
,iHgq1M,Instagram,Text,yZbvakS9wIZ5gMh8KOjslSbjH0v9YDDAret8tvjsTQH6Jfh,#iwbfex #duitafc #wjbbkiczr #guhvb,12:02,Monday,Mumbai,493302.0,194.0,46330.0,9345.0,,1836.0,674911.0,0.0,677.01,0.1192,50.0
,AmbTPP,Facebook,Poll,HDeKYAznouicfhIolzHjlyF46CUVJ48NDlhg2lCtdqyviARdNXYW6fAWQbyxzQeEhtphjmAlce1l3goPrvuvLEhWh83fYOpCSmt,#bxofgtukq,09:31,Thursday,London,173609.0,3243.0,40718.0,5578.0,4221.0,1718.0,774861.0,1.0,29.71,0.9986,64.0
FPafjMVYz3,z8SXFc,LinkedIn,Story,rpWEOWs8HN2ZIprSTM86EmQSrIB1fMH4p8tXcJJRNgWG,#dyxoeerp #lcizcrk,,Thursday,New York,827042.0,4646.0,17714.0,,4435.0,158.0,277951.0,1.0,185.97,0.7972,
OoiVgM3AX9,,LinkedIn,Video,bqLt4ncQS6PHYFXnTuzxK,#bkttbb #axtldl,07:18,Tuesday,Berlin,733715.0,1679.0,31351.0,6405.0,1076.0,1174.0,403491.0,1.0,622.04,0.5249,32.0
LQeOckU5YR,CLEOB3,Instagram,Image,1NiB1ieO5YmJM6jtDT5ePT2fqil1BM,#weiiqp #zkghwhqh #yuzehlmed #wnzjxyj,02:42,Friday,Paris,5032.0,989.0,34450.0,,4590.0,1646.0,254808.0,1.0,439.18,0.7898,81.0
x0S2o0nLYN,OHJ7Us,,Poll,N8uaSBB5u1gHq43EaqVDdzvEYP3pI8xrOhyYzy1N2MGunFszJ9oHnuAMrdFqvsz0UR7JPnCio3qu7D9Y3MEL,#nsadkibyz #dqlwfquq #pjnze,21:40,Monday,New York,,1570.0,30954.0,419.0,907.0,557.0,253048.0,1.0,677.83,0.7772,81.0
lFMhGKZG5u,PepRJh,TikTok,Video,,#liqzfwlzw #whyhwcfvh,11:44,Tuesday,Tokyo,343289.0,4082.0,20901.0,,3008.0,1754.0,54849.0,1.0,926.69,0.9039,35.0
0vQcuEfMlO,7iZSZv,LinkedIn,Story,aPEfWJbCfABNdScxR5wGUNdUg70swpg7Y8BjYfwoGWMusZTp4Oj2zkBHmwtaTVGchI5fAdnL,#glphpxvopq #vvgrivvm #xjdt #sncv,08:55,Wednesday,New York,707065.0,4377.0,48502.0,5603.0,1968.0,13.0,2274.0,0.0,936.11,0.0321,
W1FjToIxOQ,TEhSBz,TikTok,Image,172qyIqfxgxv1NKa7ETuczwP2HnPBbtXlQF29ifIABE0Zsvn6FXSrTStSEyRma778r9fwBHtUm9R9sUU5yxr,#frbdbiulia #tgekfcj #kidxbq #emazara,15:08,,Sydney,625185.0,4389.0,44767.0,2447.0,2960.0,874.0,168906.0,0.0,361.69,0.1079,96.0
TKHqCYbt8q,IEAFFL,Facebook,Video,i2kC1fwRStIbmgk0ZLvnU9QZG87Q4XQQQY6EnWy5beEBBdBI9bbw,#xigxmybczo #rmojvy #iih,02:23,Friday,New York,124026.0,1589.0,33737.0,2582.0,2474.0,971.0,67134.0,0.0,122.86,0.0507,44.0
YrBkF0RPyh,R3XYvn,TikTok,Image,INDmbmb270cViDX9HTU90XCNerIOOI6MyOfxcqMAFFcQSOfcsqI1KuGBvHARFxol0,,06:36,,Paris,425143.0,3121.0,35078.0,7765.0,3559.0,145.0,703637.0,1.0,522.67,0.1668,71.0
CqkfUuRFWn,YBRsBB,Twitter,Poll,uSfJHNVfch68Wtnz2MBtFhMgIRC35fLMuPAkQDqtyreIqo6SnGXZt2M60z8Q5UzFi2Wn39N1jaqTkHl11EuhCbyIWrfij,#azxg,23:55,Friday,Tokyo,471679.0,4771.0,49085.0,9103.0,2116.0,1941.0,226645.0,,896.16,0.2817,93.0
t1PuZ36IwN,0Vdfa6,Twitter,Text,8Jmzb1luL4m50svNoDPp04EQq7BIUHaJ6zRsJoBwZ7uwMk8dPnRrF6PPXDhigWUdJwPwW24EzgvVCzep7u,#vlwbh #xddnmvi #kjw #vkhhj #vag,03:33,Monday,Toronto,571754.0,383.0,,9335.0,743.0,55.0,580669.0,1.0,209.21,0.2212,11.0
EK4QVSzAOV,bdMw8K,Twitter,Video,v1QHHlEW8eJm7cXIhVmucHopo5AtsFEUuPGZrdCR6jaPGxjVHympEB0IVfp7WrbGV340ic4Tkk8WHmWlHUsNut,#eysitl,20:20,Wednesday,Paris,875123.0,3900.0,6301.0,8996.0,2472.0,946.0,359710.0,0.0,927.49,0.2249,90.0
CXFRcX9fsl,ioqQyl,Twitter,Story,J71Sgnwyc1GefAEMCnUeZowfdhprrnrGgIMULLTJI1ssRsbXi0H93,#jcea #owcv #owv,06:08,Monday,Berlin,58042.0,643.0,35163.0,6185.0,3832.0,1437.0,701982.0,1.0,584.58,0.872,70.0
TvsJMyYfQU,BJYrro,TikTok,Poll,5nkEFGKKdDlefZUQObv7SyPP,,12:22,Tuesday,New York,697536.0,,42878.0,1193.0,3406.0,1805.0,184018.0,1.0,26.18,0.55,70.0
99IrpJ9USN,DhfteH,LinkedIn,Text,cf9Y8P6cYxPdUzwi1PKNNHFZhSPl3W3PDgSjD7MwOMzK5rWQh80n,#onuzk #sdzq #ipv #zismap #ypipctegpo,08:39,Saturday,Toronto,603394.0,545.0,16101.0,7787.0,2561.0,1445.0,298401.0,1.0,303.67,0.0032,49.0
tQCMvbfiDK,PJodcd,TikTok,Video,I6cY3ZPR8EmxpcrW9A4d27xX,#vqvpb #ojarremskq #mkgacsrvwl #brf #ffgcdpju,06:32,Thursday,London,926649.0,3485.0,13692.0,4281.0,880.0,,,0.0,676.81,0.9871,
zAZnlYLiTd,,Facebook,Text,hUu2XXA2SNa1fKAbWZBAVOzZfLqrCyo6Gf1C75qmwwnnnVEWTeMfEEd9YA0VYA9YAHVxU1TvQOCm5izMFCCNS2b,#luqzeq #icx #ridqax #vrvuhjn,19:01,Sunday,Tokyo,654366.0,669.0,37041.0,6208.0,3560.0,524.0,274517.0,1.0,59.05,0.3094,80.0
2gXSS9RHG4,32IIw3,Instagram,Poll,PMSUIW5OnBzCbuo0GBkBjAkhRE8,#yrvxro,09:33,,Paris,91970.0,2887.0,20583.0,8387.0,4590.0,1865.0,208983.0,,485.61,0.4939,
Vk3N55Ey0L,dhYSk8,LinkedIn,Video,cdHpnrEuB1dsnEvyHNWg8VXd1T5B1IdzNxDYkz5dTYHO0MnmvAdEVuhtWimB5OkaUamreJ,#zzyvhey #xizj,01:01,Thursday,New York,224385.0,12.0,31085.0,8493.0,2233.0,439.0,194514.0,1.0,377.08,0.0103,53.0
Iypo7YGItG,4Lq864,Twitter,Story,ertJoQZ9pA38EFt6nUqbRfwu,#tawg #uvxedxez #pdw #krubwndc #rbwky,12:16,Friday,Mumbai,474702.0,1498.0,,8145.0,4380.0,832.0,974321.0,0.0,435.95,0.5862,3.0
37d7KV5fwM,QqrJWx,LinkedIn,Story,ZJLurD4Bvt1iKgpnNanTuE,#kzhieraqyp #tgpqwy #wjindm #fgcvo,04:15,Thursday,Berlin,705593.0,2029.0,815.0,1568.0,3439.0,1279.0,447113.0,1.0,645.4,0.5665,36.0
B6DdmCumsX,PzdZYu,LinkedIn,Video,tiS7PqXA0Z9onVgclAq0HoEjBrjeiQdccr3340Pn7mVQi4Q54G4TLiTiVZEK9zxOrfFo7TUxxO89d71EkLvM5DT0uSTLTzxq5IJZ,#qss #dxwwhlqixe #tjbjelwwlo #jvapy #tzhssryorv,10:00,Tuesday,Berlin,198607.0,4794.0,42491.0,4200.0,3634.0,187.0,201887.0,1.0,185.82,0.2064,27.0
PdojtMzs8S,bS0E09,Twitter,Video,,#ppabzwkssw #ufobcv #szyxqvqo,00:16,Friday,London,816540.0,2729.0,43834.0,8471.0,4913.0,1685.0,157452.0,1.0,295.24,0.615,29.0
tm5FT0giAV,oE7i0Q,Instagram,Video,,#nfkj #ppzzhytj #ssxzmzmujl,11:12,Friday,Tokyo,594192.0,2529.0,14207.0,2511.0,900.0,82.0,975071.0,1.0,,0.0168,72.0
UshcKH1lJT,fDWOLP,TikTok,,mxdddDl25gvuLuCoMWA8lUBFJiVskwTas8saZIYnb6VyJQZqyWmiqydkMhn7jkUtYW4evyY6k0Xg8Uqz7COTiCmEmZSdXdYlJJ1W,#pluumdswjh #uscnyc #rpfzd #ttstdred #cygfap,15:02,Tuesday,Toronto,51094.0,3665.0,44099.0,5411.0,1826.0,1006.0,672037.0,1.0,677.63,0.158,78.0
GVhIRe0tBc,kP9TEB,LinkedIn,Image,gHDzKGmJ4VwlV3laVZ8QHkCYeFlC9UNQGmtBBMS0682KwtdhHwXMHPeQ22wRiO6,#yiborsppm,02:48,Saturday,New York,261280.0,3264.0,34324.0,8132.0,1891.0,310.0,106602.0,1.0,,0.1028,62.0
7cbwIEOh5P,ulMMp2,Twitter,Story,Mt0wAnTvwmpB6c3xr4D8dE3xfTgfamK6ycY4JVh5Lbn43tSn11KXAbUAXPFxUc4sT7ZQgDv9YEKLrvzdQ3nuN09sEqkt,#lgw #yobrb #ajdvygt #rerrhaibo,12:12,Friday,Paris,122287.0,2865.0,17106.0,8776.0,950.0,1009.0,712813.0,0.0,830.45,0.587,
Gyse8k5E2j,yP5Nz7,Twitter,Text,RyK0nZcYPKmA8Wp7YZf46YMSYPpsgG9WINuiBg0b6VRe2nAQutRJDR1D7jdurpziRuPdZpUgvtnRdfvrLYzcLZeiyi,#egmtwhjyy,06:26,Wednesday,Mumbai,544269.0,2241.0,1299.0,6048.0,1978.0,337.0,752372.0,0.0,161.82,0.1114,53.0
,5COOva,Instagram,Poll,XKLlw6Z1wAZjRgvJvEO2Fe3uy7vRmyHxqIgr4oiICrrzIC8l5TYEYVA66C96mQEHdbGHdGAOC,#lcidysjuyt #rzgn #gdqvjjlqg #pjnweqb #rvmgvtgm,13:34,Tuesday,Berlin,34018.0,1867.0,15503.0,5910.0,3726.0,1237.0,945320.0,0.0,159.28,0.5174,65.0
Zf8JXT402q,CxGIEU,TikTok,Video,GN9UN8dc3TjzxsJqWvGZMZdEKm,#ngrii #fwnki #xpfrhwacv,21:49,,London,879011.0,2462.0,31639.0,2013.0,4831.0,530.0,640676.0,1.0,586.55,0.1759,74.0
P5RnlxtLI9,tsTUwP,Instagram,Story,DOVVDr8DpREVIXEbOMO0RmTBSjsE,#cyihh #hfrnst,18:20,Tuesday,Tokyo,358536.0,3391.0,34932.0,5993.0,2918.0,,317249.0,0.0,163.04,,92.0
ANaaDrUSOM,,LinkedIn,,n6990Ug0B78sGN9zFCxWpXAr0uT3klOhOz4HgPSsb99iJTlUi5v28v,#qlpvj #dvamrmtd #dtjkrikj,09:18,Sunday,New York,116178.0,4254.0,15949.0,5639.0,4920.0,,891675.0,0.0,414.23,,42.0
YYFNunw2LR,BIO5LV,LinkedIn,Video,P4ixWIP0eOoubaqS9BHKtC6iIdGf1R7Sou6mhhrdA4WheaYibQefxI24FnCmnjzkNN4m2RtEMV2a5LgRroLaJWQYcR,#dzrlvfwnz #xdyuecrbzs #uachn #vnbhzfowv,10:08,Tuesday,Tokyo,165207.0,2687.0,41024.0,247.0,206.0,1130.0,720071.0,1.0,738.48,0.0246,
bWPOsFDSxB,KPmCHO,Twitter,Video,dssT6isXxnp67lkD39Viq68TScWbnXLuKVKwu3voO9,#gxmhbxtqmi #bjqrpzxvl,18:35,Thursday,Mumbai,314473.0,4090.0,10900.0,4334.0,2346.0,1505.0,682180.0,1.0,138.48,0.1277,95.0
3XeTfcnIX3,fPENdx,,,vitMrZotHGT2e4gehaqqzQuuci0eP5TR3UV34uyOekSk2,#akrkjony #tsdnl #qawoj #hpgntra,14:32,Thursday,Mumbai,18331.0,763.0,49107.0,9138.0,3864.0,625.0,787595.0,0.0,706.36,0.9718,48.0
yp9XCYDnfU,cJhgOF,TikTok,Text,A1RD3g770xgHmgRkbrPbEBs0ZGnT6iN7vMgjkMlAtztSzifeUn1Cyq0XR7qVQvRbcELYCf9OayiG,#vmrkgz #yfh #ncetiycrby #xpiuc,22:29,Sunday,London,54267.0,399.0,24796.0,7797.0,2605.0,1807.0,636823.0,1.0,125.39,0.6981,84.0
,JDUDh9,Facebook,Poll,HH2CcMBA63MMkUPz6ti10xORakSLHECp6Smbzcfgxjwyv4M8PqnmCOqKD89,#menfgeedec #dgamwbv #qxjel,13:00,,Paris,398594.0,1619.0,,6377.0,3737.0,1527.0,157068.0,0.0,601.35,0.0963,96.0
p0dAJ3rNah,,LinkedIn,Story,Z32rf0MPPnLXEcPRNdaFIiN9AVP9rBzqfLSnEISidWKAed52OVHCxM8dAE2bVCGtGKNoMdBKvAS1r9JgLDjz7avgGzkvV8,#fawhv #qkuuqngsc #etbgvue #vckhdn,,Saturday,Paris,478720.0,3338.0,48252.0,9270.0,905.0,99.0,303430.0,0.0,808.28,0.4521,23.0
4k7eMC69XA,Er9uQh,Instagram,Video,VfWHRlyxjjSqRCClLUQxqGe4g08AaMoITJlFELQ644d8,#ovvn #uftkroqyd #btzdfg #lud #kfi,21:14,Wednesday,Mumbai,536812.0,1569.0,32652.0,2059.0,,1104.0,906036.0,0.0,560.46,0.1501,
dJ1LICS6hy,GNNN8F,LinkedIn,Video,23RDpXEnPsDKfn35RTxfvh2l6t3HyRjQgiw2tLFNLzuhckXHA9LdIedVq1JEZqmiG8UqA,#iowibi #qknpcxn #qywmwxy,,Saturday,London,89186.0,2153.0,,6398.0,4823.0,,974324.0,0.0,201.94,0.9162,
zLViPRbYkr,3PN5yg,,Video,l5uaaLGWI17Ft8ZNexleQYdKepKXUcEbyuaWeNY8gbWwQmWMGcpYrnzFpNuOM9uWAjnoQ1IpUj,,10:24,Friday,Paris,888606.0,119.0,20196.0,1516.0,4251.0,1186.0,418717.0,1.0,13.18,0.087,57.0
z4LCcvrwv3,VC7hyf,Twitter,Text,GkVWKEJH81Bey2pIj99ncxSJmO4JhFjllupESMcWrujm8yFTK7YVzzA,#efmu,10:14,Saturday,Berlin,,4822.0,36985.0,5826.0,2360.0,703.0,968913.0,0.0,872.34,0.7459,97.0
2JJYnfgUVo,urhKcG,Instagram,Story,,#jcwdk #vtywtkwbjp #tyrds #sdqffyqurx,09:27,Tuesday,London,12834.0,59.0,34200.0,545.0,3719.0,230.0,908675.0,0.0,771.1,0.9702,38.0
,,Twitter,Poll,aCssIe5o4zhJbGP8TOB9pPH9Pkyrl4T3PC9X0t,#sbdebzuxp #eibup #nmipc,10:16,Sunday,,977491.0,3185.0,24376.0,2997.0,1897.0,482.0,57663.0,1.0,418.28,0.7987,99.0
QEt8sGrODH,MVXPjg,Instagram,Poll,U0oseDnmVKEJvTeoewxWG4CPiWvOG7Ng2RNH3D7L9RgfQD9DQUlUPk1mxY7wuCEXBf240uFe4e3riz2gCFFiej,#nrzj #hbwdr #moiht #tjpxpsehcc #dpnuaewwv,03:48,Saturday,New York,701911.0,3210.0,12076.0,223.0,2534.0,1644.0,268811.0,1.0,384.89,0.0552,68.0
ya6c0FJJaW,lsYAoH,Facebook,,azLWFpg1t0wacq4sdZHmGeJc8Gj3uSozTfittQSTgVOH68D6ZNfVIxOyVX0p1ljFU3DYOokyxch,#erpyzrj #bmpte #ovc #rvgcwuzea #ryta,10:22,Friday,,770258.0,1545.0,35022.0,5949.0,3014.0,1582.0,512315.0,0.0,887.67,,99.0
ZZQ5TafaJ6,wM5DLB,LinkedIn,Video,xnvM755YTg7Aaoph7cFNTRDnbGZNbeMyOiBe,#tjn #ksxc #qjreisw,16:31,Thursday,London,624014.0,2253.0,32806.0,4999.0,1257.0,491.0,613763.0,0.0,616.79,0.0287,45.0
HAOHZw8ocZ,tdnZQ0,Twitter,Video,,#nklr #uxfotgek,13:08,Thursday,Berlin,250109.0,,33728.0,1102.0,3597.0,1399.0,807591.0,1.0,307.69,0.5152,23.0
9rIi4IwFoO,ssRCNq,TikTok,Poll,c0BIW0TS8NIkLwGos6Q5ixHa2921igQO0VHXvR,#bpixbtfrly #obuagfcmid #uexgrk,11:13,Thursday,Berlin,124776.0,1847.0,16567.0,4465.0,4625.0,362.0,241860.0,0.0,874.01,0.8108,88.0
evASEF1Ru7,,Twitter,Image,3r5FDU2N3cmHZVwffKY0QmESxzxwNrKeZgOIxpP6f,#fauj #tpusa #jltm,,Thursday,Berlin,935617.0,4754.0,38487.0,8594.0,2232.0,983.0,700637.0,0.0,229.87,0.0052,22.0
,QmZ4CI,LinkedIn,Story,SA1RKrUpszEehzdlwv9gOGcocXE1gEw45V1WU27rynjL8G9PItngHxcNaDZZvfrgyyq5TkJrzoEL4jcQsyvxdDMzg6HFQXgIR,#bjrbq #fzgjnid #vvsyw,00:26,Friday,London,77117.0,1552.0,7353.0,5194.0,1405.0,1806.0,365451.0,0.0,679.75,0.5053,53.0
8KZ5X95Qi8,nZ3UGK,LinkedIn,Video,m0fwCF2NUcu8n89oYhYqqpiToCwvmvo76QI09FbiNuC0UTx2fXi99Kr5R3rg4tFYMvHEmyj7rpZd8UHF3WDV5fG9F,#pqx #afvcu #xpcsjk,20:29,,Sydney,415059.0,1265.0,47408.0,,1893.0,2.0,961486.0,0.0,,0.2232,11.0
8syJdvJB2x,DfNN7o,,Story,W8Ft2C79qEDE8bqdKo2Itvo1Fn780jr11Xt9YZa21f52e83hoj7fZoikrggZdESeYhBzwkgY9,#esj #eyst #osol #fooyforms #mkcb,10:50,Friday,New York,324269.0,3647.0,39156.0,5450.0,902.0,201.0,510765.0,0.0,511.79,0.6895,63.0
o6mhgoCkyw,6xxggc,Instagram,Video,eeiIidgCvhB94BV9nuFDfiBXNcDIM26QPnUAOYjfsuzZcIddgE21LQ53aUQTzqx4Hu7Jvm,#xyz #hemmtvcaz #zxlfh #qyqwzp,18:46,Wednesday,New York,,280.0,16013.0,,1887.0,559.0,49101.0,0.0,21.23,,19.0
dfnSdi29Fx,VOBvw4,TikTok,,aESqcuxn6ortykR4qzwVXNHd0IHtI8q3BB6fgCH30VtUyrzpoVX8m9utgOukwDViripBO4AFrDwrDPcNG8CsxDvj3n,,05:07,,Tokyo,109905.0,4627.0,617.0,4026.0,,251.0,479654.0,1.0,884.47,0.5289,47.0
FGBKcvqs9n,nY6Coh,TikTok,Text,q7NhOh64p6RxLLSDbYu5AF656UQtVh8IPNVOmiPlSz2U3KM5qC5HMhEWCCAuPa,#ulicusl #gumf #yyblafbvtj #nufsktxx #cospag,03:09,Sunday,New York,344717.0,4408.0,5976.0,1375.0,1890.0,161.0,409389.0,1.0,32.37,0.7938,32.0
0mKYRENglk,GdbSel,Twitter,Text,Tj3gzUXtH8POo28UJxbKh8adcST74eKuVresNo2NGDlneSdlKmXq6NLZutq16pPCCXv7y7WsV4NOMWymWs5NiUGZAEzA,#sbrb,02:05,Friday,,261873.0,27.0,11028.0,6920.0,1378.0,1877.0,52177.0,1.0,107.07,0.2111,
semX9Lgiom,jpdHWS,Instagram,Image,QgFn7zjTRgyinVP1iXeiFgE384MubQBNTp3ygU8O4VOQU77Y5Xj07epeZ4AdPeuprHLk5N7NTJPhPBS,#lfgdctxgin,16:58,Saturday,Toronto,771435.0,,46006.0,5732.0,1772.0,1567.0,960319.0,1.0,121.07,0.7078,92.0
,57BlNO,,Video,uxiIg3j4UuAaN5DRBMetDrLUq3TruhanDh9dHwZY17vY3jXiZz8yBWbimOUvw18SKTjO2HdWV,#ohwcus #elem #zjaw,17:40,Wednesday,Sydney,516487.0,2901.0,18049.0,5715.0,2146.0,1573.0,379300.0,1.0,952.74,0.0122,73.0
IQq12qQO5I,slOKys,,Image,3MbTev8rfD0Uv5lPZSviADExsxUfiZzUlh2HDC,#xrungo #hpigbuzmn #auwqfdl #yfyrdrsuzy,06:02,Wednesday,New York,824245.0,1658.0,5023.0,6715.0,2357.0,1858.0,475003.0,1.0,927.6,0.2597,13.0
l86tqz1G5w,wT0Q3x,TikTok,Text,S8wk87ryh3TMOW6sG1z8mZublG0tla,#svzn,04:02,Monday,New York,295670.0,4778.0,37972.0,3424.0,280.0,1481.0,676844.0,1.0,920.36,0.3173,61.0
ypRwKGt3AJ,HD5mKB,TikTok,Video,eqYj7HUDhzfUtYoz8MHHDFMvTC80bWsMFWgoRHrAq6xrIW3mtCrEZqy9uJ4l26oKFdbUU7Zj1YGB2J7Nvb0YSY67TFi,#ovaggghvp #pvlloiont,08:55,Monday,New York,50852.0,4746.0,,2263.0,673.0,810.0,708656.0,0.0,431.35,0.3669,69.0
